D080426059,2159,統計學(二)實習
D048911320,1278,普通物理-電、磁、光實驗
D034011607,2937,性別與心理衛生
D0951649,2165,消費者行為
D041244661,2157,組織行為
D0871017,1341,計算機演算法
D0971564,3022,生態環境保育
D0659817,2136,經濟學(二)
D017693684,2146,管理學
D0512503,1361,資訊專題研討(四)
D000006323,1335,計算機演算法
D0541784,1320,機率論
D036359752,2175,管理資訊系統
D003761076,2150,商事法
D048413688,1318,系統程式
D0654747,1282,邏輯設計
D025861013,2159,統計學(二)實習
D065884102,1341,計算機演算法
D079648066,2883,文學、電影DIY
D027120439,1327,物件導向設計實習
D092913844,2910,台灣環境與永續生活
D090937286,2144,經濟學(二)
D035049630,2138,管理學
D0727472,3039,策略理論與中國崛起
D0572326,2160,管理科學
D0508561,2194,行銷管理
D004824527,1274,班級活動
D000545440,2151,組織行為
D021088834,2182,財務管理個案研究
D0819622,3030,氣候變遷對臺灣之衝擊
D0760574,1308,資料庫系統
D058176733,2138,管理學
D019601793,2195,作業管理
D0895760,2147,資訊網路
D0663322,2959,生涯規劃
D010916834,1278,普通物理-電、磁、光實驗
D039070388,2001,電子商務安全
D087972337,1338,計算機演算法
D023473133,3008,創意運動英文學習
D058213599,1972,軟體品質保證與軟體測試
D086509879,2865,人生哲學
D019318059,3813,劇場與影像設計
D0642095,2921,皮膚保養醫學
D048788540,1300,微積分(二)
D073314295,1282,邏輯設計
D0565702,1970,地理資訊於APPS之應用
D0684225,2159,統計學(二)實習
D0945385,1317,機率論
D016637146,1298,普通物理-電、磁、光實驗
D076009815,2189,科技應用與金融服務
D0722686,2925,國防科技與產業發展
D0761546,1331,計算機結構學
D055563611,2879,倫理價值與生命哲學
D0659065,2138,管理學
D045171413,1298,普通物理-電、磁、光實驗
D065970331,1312,物件導向設計實習
D079803137,1289,微積分(二)實習
D056833904,2933,環境與公害
D0902351,1318,系統程式
D0586622,2138,管理學
D047723078,2981,美好時光，社群聚場
D0974462,2156,商事法
D060108371,2917,莎士比亞與電影
D062782814,1305,資料庫系統
D040671109,1280,微積分(二)
D0795376,2172,企業倫理與社會責任
D0586382,1319,資料庫系統
D0621154,2164,企業電子化
D058545164,2867,中國文物欣賞
D0871058,2954,教育的理論與實踐
D006094676,2913,世界音樂賞析
D0947980,2994,探討在台日商管理之文化差異問題
D006189808,3780,全民國防教育軍事訓練(二)
D0971739,2202,服務業行銷
D097095743,1300,微積分(二)
D085419131,1303,邏輯設計實習
D008979407,2196,財務管理
D041090961,2156,商事法
